"﻿""Name""",Address,Date,Discord,DiscordId,Quest,ReviewDate,ReviewedById,Reward,Status,Twitter,answer
Drugoitom,5DLj174bT1v7crSM3AbCYauSy79kJnrbAJLY23Z7XaL5Sdub,"February 18, 2023",Drugoitom#3693,953958818277114000,Tweet about us,,,83 XP,success,Elife81792108,https://twitter.com/Elife81792108/status/1626629512510177300?s=20
elina,5FLiNSbSSrw7wy3XtTPEA1wJGhb7TdacH7Da1HUyVwgibiur,"February 19, 2023",elina#1052,966769860757569500,Tweet about us,,,83 XP,success,ElinaS50071400,https://twitter.com/ElinaS50071400/status/1627133708070264834?s=20
midjorney,5DCcAdE4q4smSH4tYs8UQSqvaWnjDYBAfwhgPPRBBfgEpAMU,"February 18, 2023",midjorney | Sei ♒#5146,319101244549496800,Tweet about us,,,83 XP,success,Allan_NFTs,https://twitter.com/Allan_NFTs/status/1626684851226087426?s=20
alexcinem,5EhGnPD6qzuBE6bHat3LSYfD7cxfkV3EhrtWWrxSV1GLuKCx,"February 18, 2023",alexcinema#1365,953985033406910500,Tweet about us,,,83 XP,success,elieebengo2,https://twitter.com/elieebengo2/status/1626878709037670401?s=20
abekenf,16FrvN5jE4BwfVgH8bhBqJiNsdFPbgMDHW9Q6QGsx4vinnnP,"February 19, 2023",abekenf#4366,819248962947121200,Tweet about us,,,83 XP,success,beken80404109,https://twitter.com/beken80404109/status/1627024475362402306?s=20
Fluda,1Che2YzRnTd1cgmpWsWLGCHusnVJQN6u1N9RqoJHnBgSnwb,"February 18, 2023",Fluda#5336,905153652828827600,Tweet about us,,,83 XP,success,0xFluda,https://twitter.com/0xFluda/status/1626816494486294528
Vova2002,12DwVqU1mbLXihFcsHFhM8Ygio65H1G6bSXDnYRWiojiWnoF,"February 18, 2023",Vova2002#3215,891754544055324700,Tweet about us,,,83 XP,success,nSvfmmXbeZgSMw1,https://twitter.com/nSvfmmXbeZgSMw1/status/1626916848619986945
Valeron,12W1H2T5DcziPw4rhqreSV93W8o4qmz9vZXSc3oN62xY9E7K,"February 18, 2023",Valeron#0035,943821189250428900,Tweet about us,,,83 XP,success,VZilenko,https://twitter.com/VZilenko/status/1626690887035113474?s=20
Wonder man,GAaUAPnUMyZd1hBdnXuwnzFCgG37Z5deBenn7Sh9tRhXmX2,"February 18, 2023",Wonderman#3650,888852882177294500,Tweet about us,,,83 XP,success,3kOIsnlIErcjl5m,https://twitter.com/3kOIsnlIErcjl5m/status/1626653857487982602?s=20
jecka5252,5CngX7YXYSk9Xr9R6EUsRNpAn9oCPaGdKhy2GAagAXUvD6My,"February 18, 2023",jecka5252#0605,400859453076799500,Tweet about us,,,83 XP,success,PavlEvg,https://twitter.com/PavlEvg/status/1626974103344238592
0xf91e…d124,5E5MzRGqMNKvtJSCmpcndLxzfsipj81wHnWPZs6rYzje2hCD,"February 18, 2023",rapetheodore#9064,1029171511715708900,Tweet about us,,,83 XP,success,OmonyDenish1,https://twitter.com/OmonyDenish1/status/1626851012526100482?s=20
cristofer,5G6ePhqAZPKQGYhJqTuJDUwJ7nw8ozoJw8XF2rB4iURBoaQ1,"February 17, 2023",cristofer#3849,256361657125699600,Tweet about us,,,83 XP,success,designerpavel,https://twitter.com/designerpavel/status/1626568477594071040
Donopher,5CG8mCbv5tVTbbK6BcBA43cbDvXtJhoz57QgsugKF8vwfZZX,"February 19, 2023",Ianianle#1428,884788591006466000,Tweet about us,,,83 XP,success,henry35484894,https://twitter.com/henry35484894/status/1627025958782787585
JAKJAKHYA,14ziqMoCbWHbt33VLBRRmYx85bCZ29YMV8Zkh5jh7J1ajmsx,"February 19, 2023",JAKJAKHYA#4722,874832745732390900,Tweet about us,,,83 XP,success,JAKJAKHYA,https://twitter.com/JAKJAKHYA/status/1627171303148122115?s=20
ISAEV,j4SbNxRBWYVECCyJTWhLBZCuUZMGzuTAfPry6jkEKRxmh7f8F,"February 18, 2023",regionauto07#4711,813021378956623900,Tweet about us,,,83 XP,success,regionauto07,https://twitter.com/regionauto07/status/1626712473243111425?s=20
rodinaalexa!,5Gds38SPM7eVjNgDJS2jQCzv8drz53ap8E4n7pLRE56Tea5j,"February 18, 2023",rodinaalexa!#6660,953965350200942700,Tweet about us,,,83 XP,success,belandwedgphe19,https://twitter.com/belandwedgphe19/status/1626870549585530880?s=20
EdwardHarris28,5DU7TruZnMcxG1o1p4VwV9inmVShRrGNugM9cJ4hP5FUt4Yc,"February 18, 2023",EdwardharrisS#1608,1042661092666642400,Tweet about us,,,83 XP,success,FlaviaRau1,https://twitter.com/FlaviaRau1/status/1626635781123997710?s=20
0x79…d2d4,5CoDBuPxWDgzgVJYg5sXvffCBdq8fGUEdUjvVt29wGt7fiew,"February 18, 2023",DeborahAdamsSV#5935,1043021453676793900,Tweet about us,,,83 XP,success,FirstWilla,https://twitter.com/FirstWilla/status/1626636360269299713?s=20
Narek.Akopyan,13je6qoFtcSXusBSqWTsDbtpWrzoUTBWEAoDcEPKzNYPyv6w,"February 17, 2023",Narek#1413,819219186815336400,Tweet about us,,,83 XP,success,Narek02039969,https://twitter.com/Narek02039969/status/1626597721812639744
0xB4…84A7,5DV5vrZxRiKP54HX6j3foXdYkdZfcYotkSk4EfzKyqczsjSG,"February 18, 2023",sangchi#3413,341078187893325800,Tweet about us,,,83 XP,success,tlswp1865,https://twitter.com/tlswp1865/status/1626766693489078272
Leonid Trots,0x05c453Ea54bac3241C81240041b204650b2C14EC,"February 17, 2023",Leonid Sui Bears#3033,958019575654527000,Tweet about us,,,83 XP,success,leonid_trots,https://twitter.com/leonid_trots/status/1626573086974779399?s=20
p_auk,13QLqso6ZdoN5WvtBF6nDUiFyyVs218LGC2Q7xEpHzcUKMZZ,"February 15, 2023",p_auk#6110,656200342828089300,Tweet about us,,,83 XP,success,codervv,https://twitter.com/codervv/status/1625808033291939842
jindian,0x6a56DA21fe699ec233521d51D580eA6E39D39966,"February 18, 2023",섭계 | LN(링크단)#7741,821734524840181800,Tweet about us,,,83 XP,success,jindian777,https://twitter.com/jindian777/status/1626830365380997120?s=20
miru_mir,5Fpf2UVnNUweQc4KAcPK55RPtoV46wG6xQmocLXcxe2Y7AXX,"February 18, 2023",miru_mir#3775,959065702508138600,Tweet about us,,,83 XP,success,muhoozibrendah,https://twitter.com/muhoozibrendah/status/1626947850373406720?s=20
0xb54d…9cd4,5CPPXSE8xHtHRgdJQTnTGoENXy61mFp4FGpUq1EHwhwBnvak,"February 18, 2023",collaborationspair#5768,1029126874405798000,Tweet about us,,,83 XP,success,PlamdyM,https://twitter.com/PlamdyM/status/1626839133766438912?s=20
lrynya,5HHZNmv3yTK654ghasAw35QcNDjVP3jp7Nu6X3sW84pYrv1H,"February 18, 2023",lrynya#8872,956175170953969700,Tweet about us,,,83 XP,success,ange_luafa,https://twitter.com/ange_luafa/status/1626929290116734977?s=20
Petrou,167TP9FMHmGH9P2qt1cpX6AjHek35obe2RsRswPmSpZhoVPC,"February 19, 2023",ipetrou Sui Bears#1296,978681766275596300,Tweet about us,,,83 XP,success,PIgleas,https://twitter.com/PIgleas/status/1627011369173123072
kotikkot,5CcmJv3mNt74AEUnRXwpFek9WyFa596dMSQ2SRkENd5Mtw2y,"February 18, 2023",kotikkot#4523,954392521079947300,Tweet about us,,,83 XP,success,ousafalis1974,https://twitter.com/ousafalis1974/status/1626638030529302555?s=20
vybor№1,5DJ5bQjo9R9yck42qB5W9XXwt2UmhPnUqnmmNgyc9A5Wq6BY,"February 18, 2023",vybor№1#3856,959114621116117100,Tweet about us,,,83 XP,success,ZOsongo,https://twitter.com/ZOsongo/status/1626959977242820608?s=20
DefendeR#0075,5Hn3ejwVybn5CUgLo9u9fD3xPDUJKRRDcwakQfwarScw9r9e,"February 18, 2023",DefendeR#0075,912831321812918300,Tweet about us,,,83 XP,success,Defende24794497,https://twitter.com/Defende24794497/status/1626701984702111750
Helen888#8311,158WDnq4do5yZa4Kvqi7JFfL14yzyKt3C7wEYsfEndGgUUVn,"February 17, 2023",Helen888#8311,987263161826672600,Tweet about us,,,83 XP,success,LenOk41787394,https://twitter.com/LenOk41787394/status/1626565476791857155
"kravangelika ",JA7QS4PDdT94619f4NyH8sGmisYKER2NBdvJgWDAbxaasdY,"February 17, 2023",kravangelika#9492,830752091139342300,Tweet about us,,,83 XP,success,AnzhelikaKrava,https://twitter.com/AnzhelikaKrava/status/1626598834154647552?t=vTSqQjkYV2mQ9N9On9rDng&s=19
mishkivlesu,5GunMw1DKJtankyqBiam68t5mjTzHEJ8dqqhPD31Xkkdsyi4,"February 18, 2023",mishkivlesu#5045,953965963982831600,Tweet about us,,,83 XP,success,Gkay46318616,https://twitter.com/Gkay46318616/status/1626633365922217984?s=20
Ataman,1ez4Jsg5zCo6HcPsMXbQZnepjBzZWHMk2T2z2FQj8Pw3egH,"February 17, 2023",Ataman#9459,997451631836811300,Tweet about us,,,83 XP,success,AtamanOle,https://twitter.com/AtamanOle/status/1626595571409776644
cozymon,13gjpZkbUzVLWkXDJW7ZbGMhEjCJxm6unWDdVcrSzRZ89BUi,"February 18, 2023",cozymon#6656,822001970377916400,Tweet about us,,,83 XP,success,KiWoonMun1,https://twitter.com/KiWoonMun1/status/1626901134853181440
luswetiharon,5GHfdzXrQ6JTkzxMCKx6KZZxRxBV84AGW3pHRF2dfbDF8qTC,"February 18, 2023",barsnext007#9830,796874092321964200,Tweet about us,,,83 XP,success,catania_wccf,https://twitter.com/catania_wccf/status/1626929921300787200
hiy,14VfUdQD3vQKMrs53K3cGuMXAmBqdKafRU7mjxW9Kho3eyrs,"February 19, 2023",donywsb#0943,847420499864846300,Tweet about us,,,83 XP,success,anggurmanis16,https://twitter.com/anggurmanis16/status/1627216562225545216?t=LziIavy6kLoNDH3luE-m5Q&s=19
nebekovwolf,5HC2Cdw78PhYNTAEEthuTkd9gj7h1ip3UB3RZKg7eQ5JQNHc,"February 18, 2023",nebekovwolf#0389,953940926005399600,Tweet about us,,,83 XP,success,ZZyyzzaa,https://twitter.com/ZZyyzzaa/status/1626861420607315971?s=20
0x566a…14fe,5Df3uEnFwnejW7NRSbiYmo8XZBfMGCzGyaCnzGRNnYJHnXud,"February 18, 2023",Kimonokitsune I CNB#4898,876884758653726700,Tweet about us,,,83 XP,success,BrightnessLS,https://twitter.com/BrightnessLS/status/1626828893482262528?s=20
Chameleon Club,5CLqNnbwi2TYh4s5f3x5xBvvdB7QV3LaCj2jbFj7yMiz73Ty,"February 19, 2023",Chameleon Club | Sisu Network#1612,1054059157784891500,Tweet about us,,,83 XP,success,FedyukAlex,https://twitter.com/FedyukAlex/status/1627042802126184449?s=20
"Emporioromario ",5HdbgNGf59uMZSUydEjxABy1aFEYTPxTHvVDgakVtmVtRu9z,"February 17, 2023",tj.rom#1330,954064231806927000,Tweet about us,,,83 XP,success,Ivanbenzemama,https://twitter.com/Ivanbenzemama/status/1626570689443504133?s=20
dobba,5G1nF6tKaL9RPeHzMNekURBxTUVqTwQ2naBL9jdc2NF9b7aY,"February 18, 2023",dobba#1312,953989952675389400,Tweet about us,,,83 XP,success,neny_paredes_27,https://twitter.com/neny_paredes_27/status/1626882850590011397?s=20
ddabongcoin,15FqtQmoSTsqvhyREjrfZyB5NwZ7rz66CCTkDsvNGDdeev2Z,"February 19, 2023",ddabongcoin#7807,1068596623833317400,Tweet about us,,,83 XP,success,ddabongcoin,https://twitter.com/ddabongcoin/status/1627127528757547008?t=tYd7f5iiodWNNUJeiKd6Dg&s=19
DimaPro2006Nagibator,0xE056BeA6b39b3616c7a6a418ebBfe627f06C8DAd,"February 18, 2023",DimaPro2006Nagibator#4292,921505352992825300,Tweet about us,,,83 XP,success,Dimchik38093966,https://twitter.com/Dimchik38093966/status/1626711075025567745?s=20
kostyas,5HQJ3ZrVJR5kV5tarhUif3UVKnqy7FcwU8BgrRZYmVmNiiui,"February 18, 2023",kostyas#8489,954401289993879600,Tweet about us,,,83 XP,success,crempurafeeds19,https://twitter.com/crempurafeeds19/status/1626641088709533696?s=20
Padm,5H8abYi7kyLeuXDjuEfw6FSBTuUJhfHoEskvB6FHJ4x5Vz8K,"February 18, 2023",PadmAndroid#3447,935271444005417000,Tweet about us,,,83 XP,success,Dmitry63710612,https://twitter.com/Dmitry63710612/status/1626631247828230145?s=20
Natiard,5CnsFkgGPFp4W9As32XNyhy5x6AneCArSsrxAA4oDzsAdsCK,"February 19, 2023",Tinniert#6138,885146134954258400,Tweet about us,,,83 XP,success,NiyonkuruMussa,https://twitter.com/NiyonkuruMussa/status/1627029878452244480
NONSTOP,5EqeG1aDGqorgE2DGwJ3tYwotUm3V4LQcKHg6t3f2czq2EWw,"February 18, 2023",Yankovskiy Ilya#0944,878940203224543200,Tweet about us,,,83 XP,success,non1stop1story,https://twitter.com/non1stop1story/status/1626835979280474114?s=20
durian_fugu,5D2DG7zADivQb3FeoRPM2SeUpSjdYR3xW2JWtAb7JqLb9LFP,"February 18, 2023",durian_fugu#8363,954428302179848200,Tweet about us,,,83 XP,success,daranin1989,https://twitter.com/daranin1989/status/1626676112964358144?s=20
LevRazmadze,5HKVe3tM4UJdEXikdSJpYif783sbtXYLnMQDj2ymXiw6YDFG,"February 18, 2023",LevRazmadze#2035,538764837128503300,Tweet about us,,,83 XP,success,Kristinlev123,https://twitter.com/Kristinlev123/status/1626968095213469697
L0ST,dmz75ctLRLeYxPYZeRLhAsXAavsDz6UDBuMbeHcckB1GQWPaA,"February 17, 2023",L0ST#5420,221811781780111400,Tweet about us,,,83 XP,success,r_yahin,https://twitter.com/r_yahin/status/1626561895132979200?s=20
pikachy#8148,5FZ41en6B2PiraJkkzYhc1ExQveYkJR7Hx1M4fFNQKAxJfSy,"February 18, 2023",pikachy#8148,953934963978424300,Tweet about us,,,83 XP,success,sexy_divaofall,https://twitter.com/sexy_divaofall/status/1626621595237158912?s=20
dosya-white,5DcgEcyTqr3tMyrx1TfhkgTryKFyK55uUZSjFMEzykrkwYHG,"February 18, 2023",dosya-white#4451,879771654962679900,Tweet about us,,,83 XP,success,dardosya,https://twitter.com/dardosya/status/1626846278679142403?s=20
miribyan1,5EtJe3yb7XWY18ToBVJTjg16wFtdXP7gfY6zeMnQYdUYyEJd,"February 17, 2023",miribyan1#2301,1072445845699579900,Tweet about us,,,83 XP,success,azzent82,https://twitter.com/azzent82/status/1626603084259463172
ETHunter,13BVWiEszBArF9K5r5oV9Vkh2oKbe4qeCt1gdwxuKbhiJBWc,"February 18, 2023",_xupypr_#7341,708596017263542300,Tweet about us,,,83 XP,success,xupypr95,https://twitter.com/xupypr95/status/1626621010559500294
4ibriki.v.damki,j4VuLWDUgWQSuHV5bpnvErerVUR5Zcsc92TU1sHPSqPBcJJCF,"October 1, 2023",4ibriki#8291,866737520502898700,Tweet about us,,,10 XP,success,BuravcikC,https://twitter.com/laurakhar/status/1612783863369183232?s=61&t=u1f0tr0i_25Frc_s94loPQ
76valeriy,13wtdZMBSmJgdP4y5AS7nAHUsf1WKdNJeazZ1KCpCMd8ajTW,"February 17, 2023",Valeriy#1621,892470619516579800,Tweet about us,,,83 XP,success,ValeriyT76,https://twitter.com/ValeriyT76/status/1626550797784711168?s=20
0x0D…1083,15BLXfVwh9sg5sgPdTa48pbDMzcTSviCPqFjAWrveWJD2QY7,"February 18, 2023",jhonbur#0436,836951763738951700,Tweet about us,,,83 XP,success,jhonbur8432,https://twitter.com/jhonbur8432/status/1626817192506593287?s=20
Gslava,14zLdq24pkcWEYRknuNQH9kNDPw9K3mhU2Gdf1HDQSoG7heV,"February 18, 2023",slava#8137,913390979736830000,Tweet about us,,,83 XP,success,slavagorvat,https://twitter.com/88888888btc/status/1626619012703481856
Ivan9,0x2ef719c70689234bd77017fd3911486d25d109fd5774c4e890f925f94b9677f1,"February 17, 2023",Ivan9#1649,910972020764848100,Tweet about us,,,83 XP,success,yakimets78,https://twitter.com/yakimets78/status/1626574077220556800?s=20
Moooon,15DM3hx7Mxf2JgxnmwAHSMLSSjopwXU9ZTKNBMED2FWTPDqT,"February 18, 2023",WhiteList Ventures#9524,809330864101785600,Tweet about us,,,83 XP,success,lareneboan,https://twitter.com/lareneboan/status/1626712010355544065
Parsefal,j4X3C25XWpXPXQUWq84YrE5THzmYsdTBcoVGB9t13YnHJMcti,"February 18, 2023",Ayda#7601,923845239133831200,Tweet about us,,,83 XP,success,Din97654382,https://twitter.com/Din97654382/status/1626829173212827649?s=20
0xaac3…294a,5HE1K6ZM3kJ91zZXHAHH5mEqxLMBhFreTP2mUzYuXM6cQ35T,"February 17, 2023",Seddy#0928,839572870777667600,Tweet about us,,,83 XP,success,SedYuri,https://twitter.com/SedYuri/status/1626578484704473088?s=20
